Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_id_unique,Sample Name,SRA Study,SampleID (run)
SRR11115787,AMPLICON,436,4857118,PRJNA607574,SAMN14139452,Metagenome or environmental,2410141,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752569,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903J..pool901,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903J,1903J,SRP250041,
SRR11115788,AMPLICON,436,6787665,PRJNA607574,SAMN14139451,Metagenome or environmental,3439668,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752568,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903I..pool901,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903I,1903I,SRP250041,
SRR11115789,AMPLICON,436,842242,PRJNA607574,SAMN14139450,Metagenome or environmental,488324,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752567,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903H..pool901,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903H,1903H,SRP250041,
SRR11115790,AMPLICON,436,14793674,PRJNA607574,SAMN14139449,Metagenome or environmental,7330576,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752566,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903G..pool901,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903G,1903G,SRP250041,
SRR11115791,AMPLICON,436,35137149,PRJNA607574,SAMN14138837,Metagenome or environmental,23111165,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752565,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1394T..pool801,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1394T,1394T,SRP250041,
SRR11115792,AMPLICON,436,9808339,PRJNA607574,SAMN14139448,Metagenome or environmental,5040063,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752564,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903F..pool901,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903F,1903F,SRP250041,
SRR11115793,AMPLICON,436,53284279,PRJNA607574,SAMN14139447,Metagenome or environmental,26395771,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752563,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903E..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1903E,1903E,SRP250041,
SRR11115794,AMPLICON,436,748598,PRJNA607574,SAMN14139446,Metagenome or environmental,440567,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752562,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903D..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903D,1903D,SRP250041,
SRR11115795,AMPLICON,436,38517752,PRJNA607574,SAMN14139445,Metagenome or environmental,18395643,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752561,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903C..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1903C,1903C,SRP250041,
SRR11115796,AMPLICON,436,27505729,PRJNA607574,SAMN14139444,Metagenome or environmental,13017752,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752560,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1903B..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1903B,1903B,SRP250041,
SRR11115797,AMPLICON,436,8696774,PRJNA607574,SAMN14139414,Metagenome or environmental,4600313,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752559,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1899C..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1899C,1899C,SRP250041,
SRR11115798,AMPLICON,436,34324163,PRJNA607574,SAMN14139413,Metagenome or environmental,17284705,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752558,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1899B..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1899B,1899B,SRP250041,
SRR11115799,AMPLICON,436,12534394,PRJNA607574,SAMN14139412,Metagenome or environmental,6184166,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7752557,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1899A..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1899A,1899A,SRP250041,
SRR11115800,AMPLICON,436,61926757,PRJNA607574,SAMN14139411,Metagenome or environmental,34589743,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7752556,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1896H..pool915,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1896H,1896H,SRP250041,
SRR11115801,AMPLICON,437,8584780,PRJNA607574,SAMN14139410,Metagenome or environmental,4652862,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752555,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1896G..pool915,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1896G,1896G,SRP250041,
SRR11115802,AMPLICON,436,55641940,PRJNA607574,SAMN14139409,Metagenome or environmental,31091661,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752554,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1896F..pool915,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1896F,1896F,SRP250041,
SRR11115803,AMPLICON,434,35469558,PRJNA607574,SAMN14138833,Metagenome or environmental,25410470,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752553,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1364T..pool701,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1364T,1364T,SRP250041,
SRR11115804,AMPLICON,436,67049246,PRJNA607574,SAMN14139408,Metagenome or environmental,30458090,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752552,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1891M..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1891M,1891M,SRP250041,
SRR11115805,AMPLICON,436,35172854,PRJNA607574,SAMN14139407,Metagenome or environmental,16483793,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752551,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1891L..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1891L,1891L,SRP250041,
SRR11115806,AMPLICON,436,37951183,PRJNA607574,SAMN14139406,Metagenome or environmental,17665756,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752550,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1891K..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1891K,1891K,SRP250041,
SRR11115807,AMPLICON,436,66060752,PRJNA607574,SAMN14139405,Metagenome or environmental,31498516,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752549,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1891J..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1891J,1891J,SRP250041,
SRR11115808,AMPLICON,437,28021434,PRJNA607574,SAMN14139404,Metagenome or environmental,16076498,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752548,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1891I..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1891I,1891I,SRP250041,
SRR11115809,AMPLICON,436,29742479,PRJNA607574,SAMN14139403,Metagenome or environmental,14781527,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752547,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1891H..pool900,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1891H,1891H,SRP250041,
SRR11115810,AMPLICON,436,11323022,PRJNA607574,SAMN14139402,Metagenome or environmental,4677649,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752546,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885J..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885J,1885J,SRP250041,
SRR11115811,AMPLICON,436,40415942,PRJNA607574,SAMN14139401,Metagenome or environmental,16514125,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752545,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885I..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885I,1885I,SRP250041,
SRR11115812,AMPLICON,436,4440995,PRJNA607574,SAMN14139400,Metagenome or environmental,1945152,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752544,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885H..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885H,1885H,SRP250041,
SRR11115813,AMPLICON,436,21360960,PRJNA607574,SAMN14139399,Metagenome or environmental,8742404,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752543,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885G..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885G,1885G,SRP250041,
SRR11115814,AMPLICON,437,34132505,PRJNA607574,SAMN14138832,Metagenome or environmental,22459608,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7752542,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1364AA..pool801,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1364AA,1364AA,SRP250041,
SRR11115815,AMPLICON,436,47561252,PRJNA607574,SAMN14139398,Metagenome or environmental,20713073,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752541,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885F..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1885F,1885F,SRP250041,
SRR11115816,AMPLICON,436,8329095,PRJNA607574,SAMN14139397,Metagenome or environmental,3781809,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752540,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885E..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885E,1885E,SRP250041,
SRR11115817,AMPLICON,436,6649308,PRJNA607574,SAMN14139396,Metagenome or environmental,2868853,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752539,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885C..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885C,1885C,SRP250041,
SRR11115818,AMPLICON,436,32728612,PRJNA607574,SAMN14139395,Metagenome or environmental,13857887,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7752538,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885B..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885B,1885B,SRP250041,
SRR11115819,AMPLICON,436,47283012,PRJNA607574,SAMN14139394,Metagenome or environmental,19216102,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7752537,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1885A..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1885A,1885A,SRP250041,
SRR11115820,AMPLICON,436,18274096,PRJNA607574,SAMN14139393,Metagenome or environmental,8840073,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752536,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1882E..pool896,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1882E,1882E,SRP250041,
SRR11115821,AMPLICON,436,21503807,PRJNA607574,SAMN14139392,Metagenome or environmental,9335239,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7752535,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1882D..pool896,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1882D,1882D,SRP250041,
SRR11115822,AMPLICON,436,42890353,PRJNA607574,SAMN14139391,Metagenome or environmental,19648440,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752534,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1881H..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1881H,1881H,SRP250041,
SRR11115823,AMPLICON,436,3922277,PRJNA607574,SAMN14139390,Metagenome or environmental,1845708,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752533,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1881G..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1881G,1881G,SRP250041,
SRR11115824,AMPLICON,436,61801275,PRJNA607574,SAMN14139389,Metagenome or environmental,27355723,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752532,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1881F..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1881F,1881F,SRP250041,
SRR11115825,AMPLICON,436,26448764,PRJNA607574,SAMN14138831,Metagenome or environmental,11995368,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752531,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1351L..pool971,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1351L,1351L,SRP250041,
SRR11115826,AMPLICON,436,57495778,PRJNA607574,SAMN14139388,Metagenome or environmental,26269707,MSKCC HCT MICROBIOTA,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752530,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1881E..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1881E,1881E,SRP250041,
SRR11115827,AMPLICON,436,59644362,PRJNA607574,SAMN14139387,Metagenome or environmental,26937205,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7752529,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1881D..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1881D,1881D,SRP250041,
SRR11115828,AMPLICON,436,51051121,PRJNA607574,SAMN14139386,Metagenome or environmental,24258143,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752528,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1881C..pool899,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1881C,1881C,SRP250041,
SRR11115829,AMPLICON,436,5481830,PRJNA607574,SAMN14139328,Metagenome or environmental,2495580,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752527,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1855G..pool898,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1855G,1855G,SRP250041,
SRR11115830,AMPLICON,436,23623040,PRJNA607574,SAMN14139327,Metagenome or environmental,10373710,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752526,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1855F..pool898,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1855F,1855F,SRP250041,
SRR11115831,AMPLICON,436,15464218,PRJNA607574,SAMN14139326,Metagenome or environmental,7132386,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752525,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1855E..pool898,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1855E,1855E,SRP250041,
SRR11115832,AMPLICON,436,5927601,PRJNA607574,SAMN14139325,Metagenome or environmental,2639510,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752524,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1845G..pool898,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1845G,1845G,SRP250041,
SRR11115833,AMPLICON,436,32779517,PRJNA607574,SAMN14139324,Metagenome or environmental,14179305,MSKCC HCT MICROBIOTA,NA,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752523,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1843O..pool897,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1843O,1843O,SRP250041,
SRR11115834,AMPLICON,436,40347848,PRJNA607574,SAMN14139323,Metagenome or environmental,18429985,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752522,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1843N..pool897,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1843N,1843N,SRP250041,
SRR11115835,AMPLICON,436,20963074,PRJNA607574,SAMN14139322,Metagenome or environmental,9056533,MSKCC HCT MICROBIOTA,NA,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7752521,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1843M..pool897,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:47:00Z,1,1843M,1843M,SRP250041,
SRR11115836,AMPLICON,436,45772594,PRJNA607574,SAMN14139321,Metagenome or environmental,19577803,MSKCC HCT MICROBIOTA,NA,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752520,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1843L..pool897,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1843L,1843L,SRP250041,
SRR11115837,AMPLICON,436,13066932,PRJNA607574,SAMN14139320,Metagenome or environmental,6028071,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7752519,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1842Z..pool893,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1842Z,1842Z,SRP250041,
SRR11115838,AMPLICON,436,17038983,PRJNA607574,SAMN14139319,Metagenome or environmental,7520516,MSKCC HCT MICROBIOTA,NA,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7752518,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1842Y..pool893,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1842Y,1842Y,SRP250041,
SRR11115839,AMPLICON,436,37144115,PRJNA607574,SAMN14138824,Metagenome or environmental,17466917,MSKCC HCT MICROBIOTA,NA,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX7752517,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1351E..pool971,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2020-02-19T19:48:00Z,1,1351E,1351E,SRP250041,
