Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR28415986,WGS,292,1097185971,PRJNA1088414,SAMN40573612,Metagenome or environmental,499022302,FISABIO,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020415,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,77_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,77_post_shotgun,patient_77_post_transplant,SRP495415
SRR28415987,WGS,276,2039651930,PRJNA1088414,SAMN40573611,Metagenome or environmental,917174136,FISABIO,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020414,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,96_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,96_post_shotgun,patient_96_post_transplant,SRP495415
SRR28415988,WGS,288,1419765905,PRJNA1088414,SAMN40573610,Metagenome or environmental,645567597,FISABIO,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020413,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,50_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,50_post_shotgun,patient_50_post_transplant,SRP495415
SRR28415989,WGS,285,2446932183,PRJNA1088414,SAMN40573609,Metagenome or environmental,1105087107,FISABIO,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020412,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,26_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,26_pre_shotgun,patient_26_pre_transplant,SRP495415
SRR28415990,WGS,295,556614194,PRJNA1088414,SAMN40573608,Metagenome or environmental,261130218,FISABIO,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020411,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,91_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,91_pre_shotgun,patient_91_pre_transplant,SRP495415
SRR28415991,WGS,277,1074799639,PRJNA1088414,SAMN40573607,Metagenome or environmental,486062215,FISABIO,2016,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020410,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,101_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,101_pre_shotgun,patient_101_pre_transplant,SRP495415
SRR28415992,WGS,286,1354937195,PRJNA1088414,SAMN40573544,Metagenome or environmental,614403260,FISABIO,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020409,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,93_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,93_pre_shotgun,patient_93_pre_transplant,SRP495415
SRR28415993,WGS,296,1109981492,PRJNA1088414,SAMN40573606,Metagenome or environmental,511151353,FISABIO,2016,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020408,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,74_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,74_pre_shotgun,patient_74_pre_transplant,SRP495415
SRR28415994,WGS,292,1023396239,PRJNA1088414,SAMN40573636,Metagenome or environmental,464920575,FISABIO,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020407,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,32_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,32_post_shotgun,patient_32_post_transplant,SRP495415
SRR28415995,WGS,287,1552076040,PRJNA1088414,SAMN40573635,Metagenome or environmental,705374872,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020406,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,95_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,95_pre_shotgun,patient_95_pre_transplant,SRP495415
SRR28415996,WGS,265,8359015252,PRJNA1088414,SAMN40573605,Metagenome or environmental,3792074987,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020405,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,60_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,60_pre_shotgun,patient_60_pre_transplant,SRP495415
SRR28415997,WGS,288,1096743795,PRJNA1088414,SAMN40573604,Metagenome or environmental,501164941,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020404,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,50_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,50_pre_shotgun,patient_50_pre_transplant,SRP495415
SRR28415998,WGS,286,1380794733,PRJNA1088414,SAMN40573603,Metagenome or environmental,631515643,FISABIO,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020403,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,76_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,76_pre_shotgun,patient_76_pre_transplant,SRP495415
SRR28415999,WGS,284,4172617913,PRJNA1088414,SAMN40573602,Metagenome or environmental,1892213098,FISABIO,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020402,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,56_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,56_pre_shotgun,patient_56_pre_transplant,SRP495415
SRR28416000,WGS,296,3042124805,PRJNA1088414,SAMN40573601,Metagenome or environmental,1393255247,FISABIO,2016,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020401,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,96_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,96_pre_shotgun,patient_96_pre_transplant,SRP495415
SRR28416001,WGS,294,2657661438,PRJNA1088414,SAMN40573600,Metagenome or environmental,1218180663,FISABIO,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020400,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,72_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,72_pre_shotgun,patient_72_pre_transplant,SRP495415
SRR28416002,WGS,272,940914548,PRJNA1088414,SAMN40573599,Metagenome or environmental,427793965,FISABIO,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020399,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,84_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,84_pre_shotgun,patient_84_pre_transplant,SRP495415
SRR28416003,WGS,264,4394683513,PRJNA1088414,SAMN40573598,Metagenome or environmental,1985275257,FISABIO,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020398,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,77_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,77_pre_shotgun,patient_77_pre_transplant,SRP495415
SRR28416004,WGS,285,1542592588,PRJNA1088414,SAMN40573597,Metagenome or environmental,698718475,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020397,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,48_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,48_pre_shotgun,patient_48_pre_transplant,SRP495415
SRR28416005,WGS,294,2552202763,PRJNA1088414,SAMN40573543,Metagenome or environmental,1162895756,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020396,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,69_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,69_pre_shotgun,patient_69_pre_transplant,SRP495415
SRR28416006,WGS,297,909143604,PRJNA1088414,SAMN40573596,Metagenome or environmental,420321810,FISABIO,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020395,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,46_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,46_post_shotgun,patient_46_post_transplant,SRP495415
SRR28416007,WGS,286,2697184013,PRJNA1088414,SAMN40573595,Metagenome or environmental,1222864591,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020394,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,99_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,99_post_shotgun,patient_99_post_transplant,SRP495415
SRR28416008,WGS,292,1716251020,PRJNA1088414,SAMN40573594,Metagenome or environmental,784012229,FISABIO,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020393,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,54_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,54_post_shotgun,patient_54_post_transplant,SRP495415
SRR28416009,WGS,294,2467467666,PRJNA1088414,SAMN40573593,Metagenome or environmental,1125830596,FISABIO,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020392,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,42_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,42_post_shotgun,patient_42_post_transplant,SRP495415
SRR28416010,WGS,297,2056627365,PRJNA1088414,SAMN40573592,Metagenome or environmental,948558797,FISABIO,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020391,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,46_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,46_pre_shotgun,patient_46_pre_transplant,SRP495415
SRR28416011,WGS,290,1754890541,PRJNA1088414,SAMN40573591,Metagenome or environmental,793553785,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020390,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,99_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,99_pre_shotgun,patient_99_pre_transplant,SRP495415
SRR28416012,WGS,293,1245482733,PRJNA1088414,SAMN40573590,Metagenome or environmental,570200930,FISABIO,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020389,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,42_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,42_pre_shotgun,patient_42_pre_transplant,SRP495415
SRR28416013,WGS,291,1241186412,PRJNA1088414,SAMN40573589,Metagenome or environmental,566975586,FISABIO,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020388,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,54_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,54_pre_shotgun,patient_54_pre_transplant,SRP495415
SRR28416014,WGS,286,1121861739,PRJNA1088414,SAMN40573588,Metagenome or environmental,512783331,FISABIO,2016,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020387,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,81_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,81_pre_shotgun,patient_81_pre_transplant,SRP495415
SRR28416015,WGS,287,1997624541,PRJNA1088414,SAMN40573587,Metagenome or environmental,916550527,FISABIO,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020386,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,80_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,80_post_shotgun,patient_80_post_transplant,SRP495415
SRR28416016,WGS,296,885614321,PRJNA1088414,SAMN40573542,Metagenome or environmental,405763282,FISABIO,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020385,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,61_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,61_pre_shotgun,patient_61_pre_transplant,SRP495415
SRR28416017,WGS,293,1390943697,PRJNA1088414,SAMN40573586,Metagenome or environmental,634185143,FISABIO,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020384,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,83_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,83_pre_shotgun,patient_83_pre_transplant,SRP495415
SRR28416018,WGS,295,776302863,PRJNA1088414,SAMN40573585,Metagenome or environmental,355880802,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020383,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,81_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,81_post_shotgun,patient_81_post_transplant,SRP495415
SRR28416019,WGS,288,1139269877,PRJNA1088414,SAMN40573584,Metagenome or environmental,517755270,FISABIO,2016,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020382,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,86_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,86_post_shotgun,patient_86_post_transplant,SRP495415
SRR28416020,WGS,296,2754335861,PRJNA1088414,SAMN40573583,Metagenome or environmental,1264496166,FISABIO,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020381,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,66_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,66_post_shotgun,patient_66_post_transplant,SRP495415
SRR28416021,WGS,292,935405885,PRJNA1088414,SAMN40573582,Metagenome or environmental,426784285,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020380,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,36_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,36_post_shotgun,patient_36_post_transplant,SRP495415
SRR28416022,WGS,298,936662869,PRJNA1088414,SAMN40573581,Metagenome or environmental,426710901,FISABIO,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020379,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,57_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,57_post_shotgun,patient_57_post_transplant,SRP495415
SRR28416023,WGS,295,892187373,PRJNA1088414,SAMN40573580,Metagenome or environmental,405497506,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24020378,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,79_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,79_post_shotgun,patient_79_post_transplant,SRP495415
SRR28416024,WGS,255,144679032,PRJNA1088414,SAMN40573579,Metagenome or environmental,66403144,FISABIO,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020377,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,93_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,93_post_shotgun,patient_93_post_transplant,SRP495415
SRR28416025,WGS,295,462043447,PRJNA1088414,SAMN40573578,Metagenome or environmental,212908842,FISABIO,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020376,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,27_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,27_post_shotgun,patient_27_post_transplant,SRP495415
SRR28416026,WGS,278,770006935,PRJNA1088414,SAMN40573577,Metagenome or environmental,348347096,FISABIO,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24020375,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,71_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,71_post_shotgun,patient_71_post_transplant,SRP495415
SRR28416027,WGS,271,6628994331,PRJNA1088414,SAMN40573541,Metagenome or environmental,3037112382,FISABIO,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020374,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,49_pre_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,49_pre_shotgun,patient_49_pre_transplant,SRP495415
SRR28416028,WGS,293,4086440427,PRJNA1088414,SAMN40573576,Metagenome or environmental,1874163120,FISABIO,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020373,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,55_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,55_post_shotgun,patient_55_post_transplant,SRP495415
SRR28416029,WGS,295,3633482110,PRJNA1088414,SAMN40573575,Metagenome or environmental,1666943997,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020372,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,69_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:20:00Z,1,69_post_shotgun,patient_69_post_transplant,SRP495415
SRR28416030,WGS,284,2537985213,PRJNA1088414,SAMN40573574,Metagenome or environmental,1146008389,FISABIO,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020371,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,62_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,62_post_shotgun,patient_62_post_transplant,SRP495415
SRR28416031,WGS,249,1583678810,PRJNA1088414,SAMN40573573,Metagenome or environmental,708086432,FISABIO,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020370,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,67_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:18:00Z,1,67_post_shotgun,patient_67_post_transplant,SRP495415
SRR28416032,WGS,288,2136576715,PRJNA1088414,SAMN40573572,Metagenome or environmental,970589282,FISABIO,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24020369,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,59_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,59_post_shotgun,patient_59_post_transplant,SRP495415
SRR28416033,WGS,286,1254656577,PRJNA1088414,SAMN40573571,Metagenome or environmental,564926280,FISABIO,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020368,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,83_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,83_post_shotgun,patient_83_post_transplant,SRP495415
SRR28416034,WGS,295,1422730331,PRJNA1088414,SAMN40573570,Metagenome or environmental,642167294,FISABIO,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24020367,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,31_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:17:00Z,1,31_post_shotgun,patient_31_post_transplant,SRP495415
SRR28416035,WGS,295,657525993,PRJNA1088414,SAMN40573569,Metagenome or environmental,302015412,FISABIO,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24020366,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,45_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:16:00Z,1,45_post_shotgun,patient_45_post_transplant,SRP495415
SRR28416036,WGS,294,2537670120,PRJNA1088414,SAMN40573568,Metagenome or environmental,1158387909,FISABIO,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24020365,Spain,Europe,Spain: Valencia,Homo sapiens,NextSeq 550,feces,39.46 N 0.46 W,78_post_shotgun,PAIRED,unspecified,METAGENOMIC,gut metagenome,ILLUMINA,2024-03-22T00:00:00Z,2024-03-22T08:19:00Z,1,78_post_shotgun,patient_78_post_transplant,SRP495415
